area,city,store_code,small_class_code,日期,月份,第几周,节假日,当天是否放假,本次节假日天数,星期,早上天气状态,晚上天气状态,最高气温,最低气温,早晚气温均值,每日温差,早上风向,早上风力,晚上风向,晚上风力,商圈整理修改,上一周总销量,上周每天平均销量,上周每天平均销量(round),上周对应星期销量,上月日平均销量,上月周平均,近一个月平均销量,sales_number
4|华北区,401|北京,BJACL,10101,2018/4/20,4,16,0,0,0,5,多云 ,小雨,29,14,21.5,2,南风,4～5级,南风,3～4级,O|办公类,71,14.2,14,12,10.6375,55.5,23.5,19
4|华北区,401|北京,BJACL,10101,2018/4/23,4,17,0,0,0,1,多云 ,多云,19,9,14,-7.5,东北风,3～4级,北风,3～4级,O|办公类,45,9,9,10,11.5875,49.5,22.68181818,1
4|华北区,401|北京,BJACL,10101,2018/4/24,4,17,0,0,0,2,多云 ,多云,23,10,16.5,2.5,北风,3～4级,西南风,<3级,O|办公类,45,9,9,7,11.5875,49.5,22.59090909,21
4|华北区,401|北京,BJACL,10101,2018/4/25,4,17,0,0,0,3,多云 ,多云,25,11,18,1.5,南风,3～4级,南风,<3级,O|办公类,45,9,9,10,11.5875,49.5,22.72727273,4
4|华北区,401|北京,BJACL,10101,2018/4/26,4,17,0,0,0,4,晴 ,晴,26,12,19,1,西北风,<3级,东风,3～4级,O|办公类,45,9,9,9,11.5875,49.5,22.86363636,8
4|华北区,401|北京,BJACL,10101,2018/4/27,4,17,0,0,0,5,晴 ,晴,24,12,18,-1,西南偏南风,4,西南偏南风,4,O|办公类,45,9,9,9,11.5875,50.25,22.27272727,8
4|华北区,401|北京,BJACL,10101,2018/4/28,4,17,0,0,0,6,晴 ,晴,27,17,22,4,西南风,3～4级,西南风,<3级,O|办公类,45,9,9,0,11.5875,57.75,22.31818182,141
4|华北区,401|北京,BJACL,10101,2018/5/2,5,18,0,0,0,3,多云 ,晴,25,13,19,-3,北风,3～4级,西北风,3～4级,O|办公类,54,9,9,10,11.1875,13.75,28.54545455,15
4|华北区,401|北京,BJACL,10101,2018/5/3,5,18,0,0,0,4,晴 ,晴,24,10,17,-2,南风,3～4级,南风,<3级,O|办公类,54,9,9,5,11.1875,38,28.81818182,30
4|华北区,401|北京,BJACL,10101,2018/5/4,5,18,0,0,0,5,晴 ,多云,27,16,21.5,4.5,西南风,<3级,北风,<3级,O|办公类,54,9,9,9,11.1875,28.25,26.59090909,7
4|华北区,401|北京,BJACL,10101,2018/5/7,5,19,0,0,0,1,晴 ,晴,28,12,20,-1.5,南风,<3级,南风,<3级,O|办公类,28,9.333333333,9,0,10.9875,60.75,26.63636364,36
4|华北区,401|北京,BJACL,10101,2018/5/8,5,19,0,0,0,2,晴 ,晴,27,13,20,0,东南风,3～4级,东南风,<3级,O|办公类,28,9.333333333,9,0,10.9875,30,26.63636364,2
4|华北区,401|北京,BJACL,10101,2018/5/9,5,19,0,0,0,3,晴 ,多云,29,16,22.5,2.5,南风,3～4级,南风,<3级,O|办公类,28,9.333333333,9,8,10.9875,30,26.54545455,3
4|华北区,401|北京,BJACL,10101,2018/5/10,5,19,0,0,0,4,多云 ,多云,26,18,22,-0.5,南风,<3级,西北风,<3级,O|办公类,28,9.333333333,9,14,10.9875,30,24.04545455,2
4|华北区,401|北京,BJACL,10101,2018/5/11,5,19,0,0,0,5,小雨 ,多云,23,15,19,-3,南风,<3级,南风,<3级,O|办公类,28,9.333333333,9,6,10.9875,58.75,23.81818182,27
4|华北区,401|北京,BJACL,10101,2018/5/14,5,20,0,0,0,1,多云 ,多云,34,22,28,9,南风,<3级,南风,<3级,O|办公类,50,10,10,19,10.38333333,57.25,24.31818182,5
4|华北区,401|北京,BJACL,10101,2018/5/15,5,20,0,0,0,2,小雨 ,雷阵雨,30,22,26,-2,东南风,<3级,东南风,<3级,O|办公类,50,10,10,9,10.38333333,99,24.04545455,5
4|华北区,401|北京,BJACL,10101,2018/5/16,5,20,0,0,0,3,多云 ,小雨,30,21,25.5,-0.5,东风,<3级,东风,<3级,O|办公类,50,10,10,5,10.38333333,99,19.5,2
4|华北区,401|北京,BJACL,10101,2018/5/17,5,20,0,0,0,4,小雨 ,多云,25,19,22,-3.5,东北风,<3级,东风,<3级,O|办公类,50,10,10,5,10.38333333,99,19.13636364,258
4|华北区,401|北京,BJACL,10101,2018/5/18,5,20,0,0,0,5,多云 ,晴,28,17,22.5,0.5,南风,<3级,西南风,<3级,O|办公类,50,10,10,12,10.38333333,66.5,29.68181818,8
4|华北区,401|北京,BJACL,10101,2018/5/21,5,21,0,0,0,1,多云 ,小雨,25,17,21,-1.5,南风,<3级,南风,<3级,O|办公类,42,8.4,8,1,9.333333333,31.5,29.72727273,6
4|华北区,401|北京,BJACL,10101,2018/5/22,5,21,0,0,0,2,多云 ,晴,25,15,20,-1,西北风,3～4级,西南风,<3级,O|办公类,42,8.4,8,5,9.333333333,31.5,27.86363636,8
4|华北区,401|北京,BJACL,10101,2018/5/23,5,21,0,0,0,3,晴 ,晴,28,16,22,2,西南风,3～4级,西南风,<3级,O|办公类,42,8.4,8,12,9.333333333,31.5,28,57
4|华北区,401|北京,BJACL,10101,2018/5/24,5,21,0,0,0,4,晴 ,晴,31,17,24,2,南风,3-4级,南风,3-4级,O|办公类,42,8.4,8,16,9.333333333,31.5,29.72727273,3
4|华北区,401|北京,BJACL,10101,2018/5/25,5,21,0,0,0,5,多云 ,多云,32,19,25.5,1.5,西南风,1-2级,西南风,1-2级,O|办公类,42,8.4,8,8,9.333333333,56.25,29.81818182,14
4|华北区,401|北京,BJACL,10101,2018/5/28,5,22,0,0,0,1,晴 ,晴,30,16,23,-2.5,西北风,4～5级,北风,<3级,O|办公类,38,7.6,8,5,9.183333333,39,29.5,9
4|华北区,401|北京,BJACL,10101,2018/5/29,5,22,0,0,0,2,多云 ,多云,31,16,23.5,0.5,北风,3～4级,北风,<3级,O|办公类,38,7.6,8,8,9.183333333,18.5,29.72727273,82
4|华北区,401|北京,BJACL,10101,2018/5/30,5,22,0,0,0,3,晴 ,晴,33,18,25.5,2,东风,<3级,西南风,<3级,O|办公类,38,7.6,8,5,9.183333333,27.75,33.09090909,12
4|华北区,401|北京,BJACL,10101,2018/5/31,5,22,0,0,0,4,晴 ,晴,35,19,27,1.5,西南风,3-4级,西南风,3-4级,O|办公类,38,7.6,8,9,9.183333333,59.5,33.27272727,17
4|华北区,401|北京,BJACL,10101,2018/6/1,6,22,0,0,0,5,晴 ,多云,35,22,28.5,1.5,西南风,<3级,西南风,<3级,O|办公类,38,7.6,8,11,9.183333333,46,27.63636364,4
4|华北区,401|北京,BJACL,10101,2018/6/4,6,23,0,0,0,1,晴 ,晴,35,21,28,-0.5,西南风,4-5级,西南风,4-5级,O|办公类,36,7.2,7,5,8.833333333,27.25,27.13636364,51
4|华北区,401|北京,BJACL,10101,2018/6/5,6,23,0,0,0,2,多云 ,多云,38,25,31.5,3.5,西南风,4-5级,西南风,4-5级,O|办公类,36,7.2,7,9,8.833333333,17.33333333,28.09090909,7
4|华北区,401|北京,BJACL,10101,2018/6/6,6,23,0,0,0,3,多云 ,多云,36,25,30.5,-1,东北风,1-2级,东北风,1-2级,O|办公类,36,7.2,7,10,8.833333333,38.5,28.09090909,34
4|华北区,401|北京,BJACL,10101,2018/6/7,6,23,0,0,0,4,多云 ,多云,33,22,27.5,-3,东风,1-2级,东风,1-2级,O|办公类,36,7.2,7,7,8.833333333,28.5,28,16
4|华北区,401|北京,BJACL,10101,2018/6/8,6,23,0,0,0,5,多云 ,雷阵雨,32,25,28.5,1,西南风,1-2级,西南风,1-2级,O|办公类,36,7.2,7,5,8.833333333,59.25,28.63636364,100
4|华北区,401|北京,BJACL,10101,2018/6/11,6,24,0,0,0,1,多云 ,多云,29,19,24,-4.5,西南风,3-4级,西南风,3-4级,O|办公类,40,8,8,8,8.3,51.25,33.04545455,11
4|华北区,401|北京,BJACL,10101,2018/6/12,6,24,0,0,0,2,雷阵雨 ,雷阵雨,32,19,25.5,1.5,东南风,3～4级,东北风,<3级,O|办公类,40,8,8,7,8.3,51.25,33.45454545,17
4|华北区,401|北京,BJACL,10101,2018/6/13,6,24,0,0,0,3,雷阵雨 ,多云,28,18,23,-2.5,东北风,<3级,西北风,<3级,O|办公类,40,8,8,5,8.3,37.25,33,23
4|华北区,401|北京,BJACL,10101,2018/6/14,6,24,0,0,0,4,多云 ,多云,31,19,25,2,南风,<3级,南风,<3级,O|办公类,40,8,8,11,8.3,14.75,33.81818182,78
4|华北区,401|北京,BJACL,10101,2018/6/15,6,24,0,0,0,5,多云 ,多云,32,20,26,1,东南风,3～4级,东南风,<3级,O|办公类,40,8,8,9,8.3,14.5,37.13636364,13
4|华北区,401|北京,BJACL,10101,2018/6/19,6,25,0,0,0,2,晴 ,晴,33,20,26.5,0.5,东北风,3-4级,东北风,3-4级,O|办公类,55,11,11,7,7.8,16.75,37.63636364,29
4|华北区,401|北京,BJACL,10101,2018/6/20,6,25,0,0,0,3,晴 ,晴,35,21,28,1.5,南风,<3级,南风,<3级,O|办公类,55,11,11,19,7.8,70.25,27.22727273,11
4|华北区,401|北京,BJACL,10101,2018/6/21,6,25,0,0,0,4,多云 ,多云,35,23,29,1,东南风,<3级,东南风,<3级,O|办公类,55,11,11,7,7.8,26.5,27.36363636,101
4|华北区,401|北京,BJACL,10101,2018/6/22,6,25,0,0,0,5,多云 ,多云,30,21,25.5,-3.5,西南风,3～4级,北风,<3级,O|办公类,55,11,11,16,7.8,87.25,31.68181818,6
4|华北区,401|北京,BJACL,10101,2018/6/25,6,26,0,0,0,1,阴 ,雷阵雨,34,24,29,3.5,东南风,1-2级,东南风,1-2级,O|办公类,20,5,5,0,8.45,13.5,31.59090909,33
4|华北区,401|北京,BJACL,10101,2018/6/26,6,26,0,0,0,2,多云 ,晴,36,25,30.5,1.5,西南风,3-4级,西南风,3-4级,O|办公类,20,5,5,3,8.45,13.5,30.5,2
4|华北区,401|北京,BJACL,10101,2018/6/27,6,26,0,0,0,3,多云 ,多云,38,25,31.5,1,东北风,3-4级,东北风,3-4级,O|办公类,20,5,5,10,8.45,13.5,30.45454545,23
4|华北区,401|北京,BJACL,10101,2018/6/28,6,26,0,0,0,4,晴 ,晴,35,24,29.5,-2,北风,3～4级,西南风,<3级,O|办公类,20,5,5,3,8.45,69.75,30.86363636,2
4|华北区,401|北京,BJACL,10101,2018/6/29,6,26,0,0,0,5,晴 ,晴,38,25,31.5,2,东南风,<3级,南风,<3级,O|办公类,20,5,5,4,8.45,53.75,30.54545455,6
4|华北区,401|北京,BJACL,10101,2018/7/2,7,27,0,0,0,1,多云 ,雷阵雨,32,23,27.5,-4,东南风,<3级,东南风,3～4级,O|办公类,35,7,7,6,7.8,15.5,27.09090909,12
4|华北区,401|北京,BJACL,10101,2018/7/3,7,27,0,0,0,2,小雨 ,多云,32,24,28,0.5,东北风,1-2级,东北风,1-2级,O|办公类,35,7,7,6,7.8,15.5,27.09090909,116
4|华北区,401|北京,BJACL,10101,2018/7/4,7,27,0,0,0,3,多云 ,晴,36,25,30.5,2.5,西南风,<3级,南风,<3级,O|办公类,35,7,7,9,7.8,15.5,31.59090909,9
4|华北区,401|北京,BJACL,10101,2018/7/5,7,27,0,0,0,4,多云 ,雷阵雨,36,24,30,-0.5,东北风,1-2级,东北风,1-2级,O|办公类,35,7,7,7,7.8,70.25,31.81818182,55
4|华北区,401|北京,BJACL,10101,2018/7/6,7,27,0,0,0,5,多云 ,阴,34,23,28.5,-1.5,东南风,<3级,东南风,<3级,O|办公类,35,7,7,7,7.8,47.75,32,3
4|华北区,401|北京,BJACL,10101,2018/7/9,7,28,0,0,0,1,雷阵雨 ,阴,29,22,25.5,-3,东南风,<3级,东南风,<3级,O|办公类,30,6,6,4,7.75,47.75,31.81818182,23
4|华北区,401|北京,BJACL,10101,2018/7/10,7,28,0,0,0,2,阴 ,雷阵雨,30,27,28.5,3,东南风,<3级,南风,<3级,O|办公类,30,6,6,6,7.75,10.5,31.31818182,4
4|华北区,401|北京,BJACL,10101,2018/7/11,7,28,0,0,0,3,中雨 ,大雨,25,22,23.5,-5,东南风,<3级,北风,<3级,O|办公类,30,6,6,6,7.75,10.5,30.77272727,13
4|华北区,401|北京,BJACL,10101,2018/7/12,7,28,0,0,0,4,小雨 ,多云,27,22,24.5,1,西北风,<3级,北风,<3级,O|办公类,30,6,6,4,7.75,58.75,26.81818182,10
4|华北区,401|北京,BJACL,10101,2018/7/13,7,28,0,0,0,5,雷阵雨 ,雷阵雨,29,24,26.5,2,东南风,1-2级,东南风,1-2级,O|办公类,30,6,6,10,7.75,60.5,26.77272727,98
4|华北区,401|北京,BJACL,10101,2018/7/16,7,29,0,0,0,1,雷阵雨 ,雷阵雨,30,24,27,0.5,南风,<3级,东北风,<3级,O|办公类,33,6.6,7,7,7.25,60.5,30.45454545,12
4|华北区,401|北京,BJACL,10101,2018/7/17,7,29,0,0,0,2,大雨 ,雷阵雨,26,23,24.5,-2.5,东南风,1-2级,东南风,1-2级,O|办公类,33,6.6,7,5,7.25,24.25,29.95454545,23
4|华北区,401|北京,BJACL,10101,2018/7/18,7,29,0,0,0,3,多云 ,多云,32,25,28.5,4,南风,<3级,东风,<3级,O|办公类,33,6.6,7,6,7.25,24.25,27.45454545,9
4|华北区,401|北京,BJACL,10101,2018/7/19,7,29,0,0,0,4,雷阵雨 ,雷阵雨,29,26,27.5,-1,东南风,1-2级,东南风,1-2级,O|办公类,33,6.6,7,9,7.25,53,27.27272727,89
4|华北区,401|北京,BJACL,10101,2018/7/20,7,29,0,0,0,5,多云 ,多云,33,27,30,2.5,西南风,3～4级,南风,<3级,O|办公类,33,6.6,7,6,7.25,59.5,30,10
4|华北区,401|北京,BJACL,10101,2018/7/23,7,30,0,0,0,1,雷阵雨 ,中雨,32,25,28.5,-1.5,东风,<3级,东北风,3～4级,O|办公类,37,7.4,7,8,6.15,44.5,29.95454545,33
4|华北区,401|北京,BJACL,10101,2018/7/24,7,30,0,0,0,2,大雨 ,中雨,28,24,26,-2.5,北风,3-4级,北风,3-4级,O|办公类,37,7.4,7,10,6.15,14,26.86363636,5
4|华北区,401|北京,BJACL,10101,2018/7/25,7,30,0,0,0,3,多云 ,多云,34,25,29.5,3.5,北风,1-2级,北风,1-2级,O|办公类,37,7.4,7,6,6.15,16.25,26.81818182,41
4|华北区,401|北京,BJACL,10101,2018/7/26,7,30,0,0,0,4,多云 ,雷阵雨,34,25,29.5,0,东北风,<3级,东南风,<3级,O|办公类,37,7.4,7,6,6.15,44.5,27.18181818,7
4|华北区,401|北京,BJACL,10101,2018/7/27,7,30,0,0,0,5,多云 ,多云,32,23,27.5,-2,南风,1-2级,南风,1-2级,O|办公类,37,7.4,7,7,6.15,52.25,27.40909091,13
4|华北区,401|北京,BJACL,10101,2018/7/30,7,31,0,0,0,1,晴 ,晴,34,25,29.5,2,东南风,1-2级,东南风,1-2级,O|办公类,37,7.4,7,10,6.75,15.25,26.95454545,6
4|华北区,401|北京,BJACL,10101,2018/7/31,7,31,0,0,0,2,晴 ,晴,35,27,31,1.5,南风,<3级,南风,<3级,O|办公类,37,7.4,7,1,6.75,15.25,27.13636364,23
4|华北区,401|北京,BJACL,10101,2018/8/1,8,31,0,0,0,3,多云 ,雷阵雨,36,27,31.5,0.5,东南风,<3级,东南风,<3级,O|办公类,37,7.4,7,8,6.75,15.25,27.90909091,2
4|华北区,401|北京,BJACL,10101,2018/8/2,8,31,0,0,0,4,晴 ,晴,36,27,31.5,0,南风,1-2级,南风,1-2级,O|办公类,37,7.4,7,11,6.75,52.25,27.45454545,8
4|华北区,401|北京,BJACL,10101,2018/8/3,8,31,0,0,0,5,晴 ,晴,36,26,31,-0.5,南风,<3级,南风,<3级,O|办公类,37,7.4,7,7,6.75,60.5,22.54545455,4
4|华北区,401|北京,BJACL,10101,2018/8/6,8,32,0,0,0,1,多云 ,雷阵雨,30,20,25,-6,东风,<3级,东南风,<3级,O|办公类,29,5.8,6,7,6.85,24,22.31818182,47
4|华北区,401|北京,BJACL,10101,2018/8/7,8,32,0,0,0,2,雷阵雨 ,中雨,30,24,27,2,南风,1-2级,南风,1-2级,O|办公类,29,5.8,6,4,6.85,46.75,21.95454545,10
4|华北区,401|北京,BJACL,10101,2018/8/8,8,32,0,0,0,3,小雨 ,阴,30,24,27,0,东风,1-2级,东风,1-2级,O|办公类,29,5.8,6,5,6.85,10.75,22.27272727,20
4|华北区,401|北京,BJACL,10101,2018/8/9,8,32,0,0,0,4,多云 ,多云,30,24,27,0,西南风,<3级,南风,<3级,O|办公类,29,5.8,6,10,6.85,35,22.13636364,2
4|华北区,401|北京,BJACL,10101,2018/8/10,8,32,0,0,0,5,多云 ,雷阵雨,33,25,29,2,南风,<3级,东南风,<3级,O|办公类,29,5.8,6,3,6.85,66.25,22.04545455,33
4|华北区,401|北京,BJACL,10101,2018/8/13,8,33,0,0,0,1,雷阵雨 ,雷阵雨,30,24,27,-2,东北风,1-2级,东北风,1-2级,O|办公类,28,5.6,6,4,6.8,66.25,22.95454545,4
4|华北区,401|北京,BJACL,10101,2018/8/14,8,33,0,0,0,2,雷阵雨 ,小雨,29,24,26.5,-0.5,东风,1-2级,东风,1-2级,O|办公类,28,5.6,6,7,6.8,66.25,22.68181818,5
4|华北区,401|北京,BJACL,10101,2018/8/15,8,33,0,0,0,3,多云 ,多云,32,24,28,1.5,北风,3～4级,北风,<3级,O|办公类,28,5.6,6,4,6.8,12.25,18.45454545,9
4|华北区,401|北京,BJACL,10101,2018/8/16,8,33,0,0,0,4,晴 ,多云,31,21,26,-2,北风,1-2级,北风,1-2级,O|办公类,28,5.6,6,5,6.8,97.5,18.31818182,83
4|华北区,401|北京,BJACL,10101,2018/8/17,8,33,0,0,0,5,多云 ,雷阵雨,31,22,26.5,0.5,东南风,1-2级,东南风,1-2级,O|办公类,28,5.6,6,8,6.8,13,21.04545455,14
4|华北区,401|北京,BJACL,10101,2018/8/20,8,34,0,0,0,1,多云 ,晴,32,22,27,0.5,北风,<3级,北风,<3级,O|办公类,22,5.5,6,4,6.55,11,21.27272727,40
4|华北区,401|北京,BJACL,10101,2018/8/21,8,34,0,0,0,2,多云 ,多云,33,22,27.5,0.5,北风,1-2级,北风,1-2级,O|办公类,22,5.5,6,2,6.55,11,19.04545455,6
4|华北区,401|北京,BJACL,10101,2018/8/22,8,34,0,0,0,3,雷阵雨 ,多云,29,20,24.5,-3,西南风,1-2级,西南风,1-2级,O|办公类,22,5.5,6,0,6.55,11,18.86363636,33
4|华北区,401|北京,BJACL,10101,2018/8/23,8,34,0,0,0,4,晴 ,晴,31,21,26,1.5,北风,1-2级,北风,1-2级,O|办公类,22,5.5,6,7,6.55,55,18.86363636,6
4|华北区,401|北京,BJACL,10101,2018/8/24,8,34,0,0,0,5,多云 ,晴,32,20,26,0,北风,1-2级,北风,1-2级,O|办公类,22,5.5,6,9,6.55,12,18.90909091,17
4|华北区,401|北京,BJACL,10101,2018/8/27,8,35,0,0,0,1,阴 ,雷阵雨,30,22,26,0,东南风,1-2级,东南风,1-2级,O|办公类,20,4,4,6,6.075,64,17.81818182,28
4|华北区,401|北京,BJACL,10101,2018/8/28,8,35,0,0,0,2,多云 ,晴,30,22,26,0,北风,1-2级,北风,1-2级,O|办公类,20,4,4,4,6.075,64,18.77272727,279
4|华北区,401|北京,BJACL,10101,2018/8/29,8,35,0,0,0,3,晴 ,晴,32,20,26,0,北风,1-2级,北风,1-2级,O|办公类,20,4,4,3,6.075,64,30.86363636,24
4|华北区,401|北京,BJACL,10101,2018/8/30,8,35,0,0,0,4,小雨 ,多云,28,20,24,-2,西南风,1-2级,西南风,1-2级,O|办公类,20,4,4,4,6.075,46.5,31.68181818,51
4|华北区,401|北京,BJACL,10101,2018/8/31,8,35,0,0,0,5,多云 ,阴,29,19,24,0,西南风,1-2级,西南风,1-2级,O|办公类,20,4,4,3,6.075,55,32.95454545,9
4|华北区,401|北京,BJACL,10101,2018/9/3,9,36,0,0,0,1,晴 ,晴,32,19,25.5,1.5,西北风,4-5级,西北风,4-5级,O|办公类,20,4,4,2,5.225,47.25,33.27272727,51
4|华北区,401|北京,BJACL,10101,2018/9/4,9,36,0,0,0,2,晴 ,晴,30,18,24,-1.5,西南风,3-4级,西南风,3-4级,O|办公类,20,4,4,7,5.225,64,35.22727273,3
